"person1" "person2" "person3" "person4" "person5" "person6" "person7" "person8" "person9" "person10"
"ENSG00000109920" 6.749685 8.047494 6.905575 7.612229 7.077575 7.324047 7.986964 7.362733 7.94218 7.864473
"ENSG00000030066" 5.870558 6.733394 6.16354 5.675667 7.214249 7.179771 6.857821 6.196592 6.088634 6.778939
"ENSG00000149177" 10.058025 10.099486 10.151072 7.953333 9.463966 8.316287 8.293492 9.043917 8.471367 9.412239
"ENSG00000149115" -1.2740494 2.6875481 1.3303993 2.2720977 -0.8155113 -0.5163919 0.2216167 -1.1434965 0.6546056 -1.5279983
"ENSG00000149136" 3.930144 4.274479 5.593896 3.949433 5.12075 4.374739 4.422343 5.149708 4.933359 5.579508
"ENSG00000134802" 4.375454 1.298586 2.041467 2.976946 1.482603 3.298988 2.827358 4.187846 1.554069 2.49701
"ENSG00000149150" 3.6778001 4.1729888 4.2682325 -0.2306973 1.8179166 2.0410728 5.7905118 4.8406717 1.5946011 5.624859
"ENSG00000134809" 1.881465 2.229317 3.14809 4.699331 1.818146 -1.157078 3.32458 -1.46091 4.512761 3.534144
"ENSG00000156587" 5.378743 4.04424 4.621437 5.774164 3.230425 3.537816 8.610243 4.784616 6.100225 5.610402
"ENSG00000149131" 4.979735 3.984957 3.887034 3.254963 2.48531 3.080851 -1.992769 2.186906 -1.189664 5.792383
"ENSG00000172409" 3.391154 3.250689 3.074926 2.694043 3.815763 4.724912 4.308126 4.743407 3.716412 2.526562
"ENSG00000156599" 5.777307 7.216696 6.696379 6.233204 6.664632 5.950956 6.029871 6.928289 6.795181 6.408662
"ENSG00000156603" 2.1765883 2.1172591 2.0451633 1.6954334 1.3151821 1.3677443 2.7721043 3.0873733 1.6877534 0.7618363
"ENSG00000213593" 4.248011 4.589811 5.071993 5.277621 4.191362 4.252998 4.151342 5.417184 4.545111 5.316844
"ENSG00000211450" 3.207583 2.089584 4.132259 2.671115 3.61578 4.756973 2.540139 2.290019 2.348964 4.217309
"ENSG00000198561" 5.586252 3.838059 5.208015 4.067645 5.504253 5.494454 6.169971 4.724752 4.577685 4.02867
"ENSG00000110031" 6.877712 6.948913 6.528561 6.240652 6.126421 5.546909 5.519797 5.960494 5.733203 5.591175
"ENSG00000186660" 5.871004 5.591435 6.528962 5.77876 6.244477 6.450958 6.120425 5.813137 6.226115 6.090219
"ENSG00000242689" 1.236708 2.0564735 2.1196033 2.8643786 0.6442273 2.1560794 1.5565043 2.816571 2.1426925 1.8215523
"ENSG00000166801" 7.007022 6.83902 7.489973 6.834363 8.241394 6.935449 8.209927 8.147871 8.224294 7.768558
"ENSG00000110042" 3.851391 1.499723 3.35285 2.248084 4.110673 2.498343 3.370218 2.024057 1.552296 2.840646
"ENSG00000197629" 6.420251 7.895768 7.530276 7.457225 7.350205 6.968602 9.336414 7.556481 6.957217 8.63177
"ENSG00000110048" 6.414056 5.440366 6.133844 5.082758 6.12024 6.301103 6.551228 5.851241 5.37882 5.731665
"ENSG00000166889" 6.488095 6.407067 6.559905 4.720339 6.159473 6.096363 6.844082 5.770006 4.37447 5.464964
"ENSG00000166900" 7.331652 8.291841 8.21617 6.467961 8.927695 6.388966 8.883091 8.052339 7.42913 7.537699
"ENSG00000166902" 3.124564 2.519215 3.316615 3.048489 3.048941 3.875159 3.649811 2.988244 3.801548 3.617961
"ENSG00000134827" 2.3740106 -0.425867 2.017302 0.7744896 1.0365416 1.1518974 4.4020593 6.4005008 4.3959164 4.0574011
"ENSG00000149516" 4.63889612 5.41384553 3.79681335 0.06300036 1.339027 2.66302707 1.17969264 6.58480071 -1.00728259 5.16773215
"ENSG00000149534" 0.6135305 -0.171192 1.3884131 3.1466303 4.2684052 -1.4018955 -1.6664592 5.1213811 4.1732775 -1.3322502
"ENSG00000110077" 9.104019 7.082037 8.270104 6.789018 8.584192 8.3631 8.380332 6.939895 6.482219 8.380214
"ENSG00000214787" 3.760204 4.988822 3.835493 2.542439 3.105501 2.510609 3.991471 2.92123 2.875821 1.851792
"ENSG00000110079" 2.7114703 4.8900634 1.4356866 5.2558823 4.1576178 -1.0276958 0.5537749 -0.734415 2.8638385 4.9066953
"ENSG00000166927" 8.329952 6.509109 6.008582 6.985113 4.41351 4.98559 5.216951 4.476288 6.857002 7.948956
"ENSG00000166928" 5.283403 3.7549005 4.3996163 5.0993457 2.4827524 4.0532271 0.8067609 5.8693108 4.303536 3.721534
"ENSG00000156738" 6.1873947 4.5116307 0.5202803 0.6065553 4.5788982 10.4041136 8.4830948 6.427969 10.4245972 5.0836688
"ENSG00000110104" 1.7564108 3.6002103 3.13274 -1.5313639 0.986659 0.8826344 -2.0319285 0.3918218 1.5113761 0.2260179
"ENSG00000183134" 6.52352 -1.504106 2.224603 6.550535 7.811546 1.552809 7.801573 -1.575638 4.026665 5.770269
"ENSG00000110107" 4.010965 2.150706 3.208236 3.35217 5.928657 5.655011 4.011713 5.0815 3.932324 5.108513
"ENSG00000110108" 4.4742802 3.6571148 2.5859876 4.8632191 0.9493073 2.3909009 2.5728737 4.2607141 2.4609088 4.1627184
"ENSG00000110446" 3.818381 6.704115 3.774217 6.98438 5.87697 3.205462 3.544218 3.920745 5.18375 6.310403
"ENSG00000013725" 3.751164 5.528923 7.556682 1.791674 3.407785 4.768331 4.370168 3.931572 7.356836 7.510092
"ENSG00000110448" 3.160258 4.164152 6.822944 2.238776 4.111818 2.010545 4.308933 5.487611 1.780674 4.840806
"ENSG00000167987" 0.8751854 3.1876121 3.1875391 0.663886 3.4102585 4.1000323 1.0343954 0.4350441 2.7165418 4.7262885
"ENSG00000167986" 6.925825 6.189022 9.604151 7.284727 7.338434 7.116516 6.979907 5.684115 9.118054 6.267049
"ENSG00000149476" 1.4415294 2.7906315 3.965469 1.9121867 3.1909381 1.4879362 3.022187 0.8856713 2.4670842 0.1721364
"ENSG00000162144" 3.542956 3.208545 8.116463 3.867037 8.176193 8.008164 3.526935 5.402763 7.355834 6.800675
"ENSG00000149483" 5.393269 6.060179 5.156359 5.650139 4.658434 4.761549 4.288272 4.945763 5.669694 4.888374
"ENSG00000187049" 2.114344 1.936635 3.42203 3.540852 2.913285 4.144493 3.100886 3.874555 2.980484 3.08484
"ENSG00000149532" 4.384896 4.296548 6.206928 4.448829 4.433766 5.24435 5.888638 5.305914 6.31032 6.482828
"ENSG00000256591" 4.93934 6.030664 6.096478 6.948503 5.439061 3.062938 6.941437 6.451532 6.096147 3.77404
"ENSG00000167985" 4.609134 2.656621 4.086624 4.475743 3.522976 4.818208 2.690183 4.025327 4.631057 4.523721
"ENSG00000134825" 3.393378 3.01746 4.518759 3.63338 2.597707 3.461711 3.656847 2.63236 2.399733 4.563945
"ENSG00000168496" 1.0007437 2.8927561 0.9353866 1.8994833 3.504608 2.6081971 3.4193009 3.5640973 3.2661488 2.928364
"ENSG00000134824" 2.4847777 5.9865337 3.8564765 6.2198121 5.9804754 2.3558974 6.0777673 5.0116411 0.2643274 -0.7596229
"ENSG00000149485" 4.274744 1.588257 2.884427 1.665962 4.512416 3.608149 4.270141 4.160667 4.924625 1.498508
"ENSG00000221968" -0.81351775 3.15302721 0.05524346 0.13046757 1.3319282 -0.40611203 0.88131514 -1.71874442 1.33873675 2.6303358
"ENSG00000167994" 5.0388358 -0.9908861 1.6598768 -1.8010189 2.7661546 -0.7963016 4.6737997 1.9223708 3.1756333 0.9135985
"ENSG00000167995" 6.810228 6.26632 4.524859 5.131381 3.12741 6.164691 4.508438 2.957373 3.270978 3.019137
"ENSG00000167996" 8.528506 9.975606 8.549819 6.879306 6.128955 6.458516 6.181047 9.757755 6.865181 8.402296
"ENSG00000149503" 0.736223 3.6992834 1.7795635 0.8451669 3.9054932 2.1537075 1.051633 2.8225806 3.8868605 2.3137978
"ENSG00000162174" 2.918419 3.603044 1.703989 3.57194 3.937106 2.545385 0.752326 5.408375 2.757972 1.416153
"ENSG00000124942" 12.44795 10.31703 12.30211 11.43357 10.2527 11.06137 12.02618 12.51955 11.67745 10.15878
"ENSG00000149016" 1.60246911 -1.17985331 2.08383587 1.76803992 -0.85978905 -0.14311978 -0.89935163 2.33249332 -0.03313327 -1.3322346
"ENSG00000149480" 5.473717 4.553575 6.241318 6.862402 5.69285 5.061183 3.900857 3.545524 7.007988 4.442197
"ENSG00000149499" 5.1606362 4.4616562 -0.5378351 -0.2112398 -0.918687 3.8039986 5.6875789 0.6457653 6.2144914 2.0183536
"ENSG00000149541" -1.7234795 1.57271503 -1.85517863 0.03459696 1.28042186 0.74070709 0.27942447 -1.34894682 -0.87319755 3.21422194
"ENSG00000089597" 2.719736 2.98213 4.599984 6.350114 5.229397 7.268175 5.759612 7.359884 3.054174 5.749223
"ENSG00000185085" -1.1187931 1.7792557 0.6199717 4.0798566 -0.0713422 -1.025111 1.117575 2.7256345 1.1615907 2.6161804
"ENSG00000162194" 2.586131 2.64813 3.365887 1.940771 2.151105 2.084822 2.51384 3.216624 3.843762 1.793826
"ENSG00000214756" -0.2305894 1.1084722 3.2815709 2.7101953 1.9427834 1.4885203 2.4599043 -0.2265017 3.3777631 0.5771434
"ENSG00000204922" 0.03027351 2.89822637 0.96258598 3.15941084 2.93038978 -0.34898509 0.43332452 1.31200705 -0.1320792 0.17738411
"ENSG00000162191" 6.142206 5.699592 6.831726 4.321151 7.456877 5.710848 3.642405 6.903378 3.953249 7.02258
"ENSG00000214753" 5.478386 4.432157 4.636571 3.928746 4.483078 5.199377 5.200653 5.254379 4.272812 4.633364
"ENSG00000162222" 3.660355 3.613304 3.75317 4.463242 4.928464 3.945756 4.364724 3.935387 4.087535 3.856744
"ENSG00000185670" 2.07821895 0.62492658 1.06471285 2.6729464 1.37649264 3.2968593 0.68934441 0.82469164 -0.04780394 -0.0356125
"ENSG00000168002" 3.822899 5.111666 4.734491 4.443039 5.041072 5.475276 4.182594 4.556693 5.607789 5.843333
"ENSG00000162227" 1.5104023 -0.3797588 2.1432609 1.0371826 2.3053481 1.8868843 3.9651021 3.4247168 2.4627968 1.962132
"ENSG00000168569" 0.460062 3.258598 2.953817 2.725595 1.135533 2.584553 1.628628 4.097354 1.790228 4.042312
"ENSG00000185475" 1.697633 2.975281 4.500385 2.624746 3.53628 4.40312 4.432533 3.618312 1.706115 4.229842
"ENSG00000162231" 5.167698 4.652562 5.217801 4.918575 7.045144 6.028851 4.973123 7.186515 7.007161 5.242501
"ENSG00000162236" 4.660056 4.203088 3.113185 2.278862 2.562067 3.692073 3.926461 2.305842 4.498918 2.351612
"ENSG00000133316" 4.007882 4.422841 2.849917 4.089175 2.350067 2.980794 1.48825 1.840719 1.490057 2.676914
"ENSG00000168003" 5.659858 4.702939 5.416379 6.327008 4.535906 5.741981 4.613174 4.077617 6.145016 4.155925
"ENSG00000133317" 0.9725801 -0.8952828 5.0056686 1.7006744 3.6670095 1.5397037 2.5801041 -0.7021788 1.781182 5.9168418
"ENSG00000133321" 4.898854 3.071221 6.05612 5.195256 6.159105 4.15001 6.303169 1.911478 2.943708 6.382716
"ENSG00000176485" 0.4232102 0.6071842 3.9168666 4.3634879 1.7209345 3.059389 1.3763884 2.0818765 0.6885031 -0.2882057
"ENSG00000184743" 6.579538 6.13923 6.298829 6.327342 6.152066 7.260656 7.202462 6.378482 7.041276 6.907034
"ENSG00000133318" 7.040331 5.502949 9.04883 8.859792 9.192384 8.551821 8.070732 8.131623 6.099644 6.703262
"ENSG00000188070" 2.472070336 -0.006317201 3.398537715 3.179479761 2.917089181 1.009380884 0.26227141 0.359627365 1.02747367 0.489343947
"ENSG00000168005" 1.9946879 -0.37065 -0.7025177 2.307315 -1.138632 2.7322811 -1.5638855 2.4592741 1.3158404 -1.7933116
"ENSG00000072518" 7.0099 4.195104 5.823471 6.158251 3.712424 3.692206 4.963764 6.065129 6.31781 6.979994
"ENSG00000110583" 1.8613935 0.9941845 4.1452962 3.1782295 5.4682706 1.7495372 2.3857626 2.6407832 3.3402986 3.9621395
"ENSG00000176340" -0.03728752 2.16590606 1.52163137 4.03879103 1.14856667 3.18191751 0.97924522 1.74917889 1.77895724 3.11521659
"ENSG00000167770" 2.971677 2.54792 1.977808 2.572457 2.921783 2.449528 2.737714 1.988177 4.758633 0.554302
"ENSG00000168439" 3.122236 3.248754 4.11215 3.982654 3.449474 4.564946 3.889847 3.407125 3.972692 5.434749
"ENSG00000149781" 5.772797 5.212499 1.576128 7.764979 2.716725 3.064436 4.225835 4.495274 2.677973 2.325855
"ENSG00000149743" 2.70267575 2.48532321 0.77299612 0.04061208 -0.56016672 0.75051804 3.26160757 1.70264931 -1.26953769 0.5026443
"ENSG00000149761" 0.7047612 4.3059629 2.3920112 2.660894 0.2678384 1.9852637 4.4345985 1.2222305 2.2083918 2.5532167
"ENSG00000110011" -0.8081876 -1.3875385 0.9326214 3.3710944 3.6078066 0.2619091 -0.0839281 1.0652251 2.7522572 2.3567704
"ENSG00000173486" 2.3987665 -1.2815027 4.4308921 0.1897553 4.3079129 4.2390563 4.9880734 4.3676096 0.5825683 -0.88854
"ENSG00000173457" -2.0620289 1.3865515 1.3157534 -0.7434865 2.828718 -0.6746768 -0.5681816 2.1604077 -1.8978032 1.4560971
"ENSG00000149782" 1.0287853 -0.07561041 -0.49855656 2.51458124 -0.00924346 2.85444085 -0.32624047 -1.07854252 0.82639901 1.40244935
"ENSG00000002330" -1.1395499 -1.0729622 1.0809224 2.7473442 2.2631993 -1.6126809 4.6217315 0.9073114 3.3031745 2.5365238
"ENSG00000173264" -0.50906348 -0.30716843 0.26561258 2.47140736 -1.55825659 -0.03547294 -0.6129992 0.82255708 3.91088562 -0.42844527
"ENSG00000173153" 2.0587648 4.290454 3.2811269 5.9275554 4.9677033 -0.1073784 1.7909008 4.6953848 1.6924643 1.2167004
"ENSG00000173113" 2.232123 3.404368 5.629835 5.087123 4.564975 3.409866 5.436839 4.091681 2.155634 4.874969
"ENSG00000126432" 1.7236769 6.6000687 1.0717577 6.5797826 0.6641652 7.1468941 8.1196725 7.4568659 2.0576037 4.231377
"ENSG00000168071" 4.324037 6.658113 8.752175 6.793334 8.287526 7.920543 5.645594 5.081014 7.367583 6.758323
"ENSG00000162302" -0.4617444 3.6461952 4.5573983 6.1660364 5.5587326 6.155588 2.5177409 -0.7519901 3.215943 3.6080493
"ENSG00000068831" 7.224543 2.99075 5.977214 7.997016 8.108729 7.200083 5.138641 5.122711 1.856365 1.752197
"ENSG00000068976" -0.5846163 3.5220343 1.020664 1.665053 0.8980286 -0.7995978 1.3047358 3.9148247 0.4270008 2.4657126
"ENSG00000168066" 6.946664 6.943575 6.782825 7.498117 8.11506 7.501913 7.715185 7.175949 7.401738 7.550659
"ENSG00000168067" 5.025269 3.292045 4.059485 6.393562 5.407278 2.700137 2.907225 3.594698 4.522566 5.512304
"ENSG00000133895" 1.186051 3.984789 1.584986 3.988325 4.440706 2.509541 -1.374867 4.201096 3.551406 2.994974
"ENSG00000171219" -1.4279943 -0.9857178 1.0369937 -0.411565 2.8016853 3.1050078 -0.6619775 3.5510252 1.2887587 3.2007379
"ENSG00000110047" 7.059181 4.992894 2.763928 4.76378 5.338769 6.27102 6.997705 5.635523 5.497075 2.554594
"ENSG00000110046" 3.123991 5.902832 3.8880593 1.765395 -1.8974739 5.1227918 5.4330554 -1.6901386 -0.5125861 -1.8734329
"ENSG00000068971" 5.247438 3.542554 3.574862 5.055532 3.329787 4.919168 4.890326 2.627032 3.556333 3.042841
"ENSG00000213465" -1.2173048 2.2180387 -0.3206672 -1.4113516 3.6929532 3.6146657 1.1647377 0.1151397 0.3120745 2.3814544
"ENSG00000168060" 1.35016979 -1.61052796 3.37914919 1.71277136 0.11605607 0.42727665 -0.03937899 3.91250994 0.6610549 -0.56787596
"ENSG00000162300" 3.501337 3.640976 2.19507 2.314415 3.437247 3.893287 2.341434 2.480396 2.559342 4.02159
"ENSG00000149823" 2.63737 2.817382 6.768022 5.048332 7.8197 5.539893 6.661417 3.016842 5.103821 7.671714
"ENSG00000149809" 2.620063 3.5560431 4.943803 0.3421504 1.6141377 3.593083 4.6856458 4.0943594 5.0802373 -0.4648678
"ENSG00000174276" 1.9783703 2.1013704 0.95571 3.0665217 1.2998601 -1.3160536 1.8999088 -1.8119603 0.3474923 1.6890113
"ENSG00000149806" 4.503776 6.229326 4.718027 6.019179 6.089992 3.400944 4.783485 5.453495 4.091794 7.158019
"ENSG00000162298" 3.6845936 3.4356587 1.6643205 0.8878722 4.5140064 1.4763573 4.2408896 0.6570545 1.1557305 0.640406
"ENSG00000149792" 2.812046 4.722725 3.428352 3.958478 2.123622 4.520947 4.231312 3.7226 4.485328 2.573674
"ENSG00000014216" 1.624178 6.524401 6.179638 5.213963 4.038093 4.632373 1.989196 5.489996 5.21264 1.892997
"ENSG00000014138" 3.78767 4.091982 3.319035 3.947467 4.937756 4.244081 3.99558 4.547345 4.57252 3.750132
"ENSG00000149798" 3.8855099 6.0422864 -0.8729678 2.9551949 3.9688652 5.5075934 4.3985328 0.9212019 3.9788111 1.80104
"ENSG00000133884" 5.565832 3.381687 4.771589 4.217327 6.207958 4.367995 2.130441 2.999406 3.344118 6.291248
"ENSG00000173825" 4.1346187 3.3935795 3.8944438 0.3561893 -0.4841728 2.8085536 4.6065608 1.8199081 0.4492977 2.3879025
"ENSG00000162241" -1.1422511 -0.7313985 -0.2769253 0.5392007 1.2027121 3.3311291 3.5027012 4.1167366 3.0991271 5.8200371
"ENSG00000126391" 1.013222 3.594076 3.298237 6.585139 3.973705 3.884732 2.456074 1.029158 1.257295 0.463179
"ENSG00000142186" 3.35384825 6.60225071 0.04685432 0.32830675 2.46599036 4.3867052 -0.26743994 2.78300081 2.4135005 3.56667885
"ENSG00000168056" 0.3229243 3.4787968 1.0389559 5.1576917 4.6671204 -0.270349 1.5268789 4.5113529 -0.5208827 1.8816992
"ENSG00000173465" 1.736426023 3.110888765 0.158832377 -0.097735179 1.806671927 -0.047248124 3.269326274 0.005111446 0.126258916 1.074216879
"ENSG00000173442" 7.833918 6.941898 6.07095 8.092501 8.684603 6.602926 8.380555 7.962676 9.051285 7.856668
"ENSG00000173327" 7.304895 6.222732 3.183948 4.844176 5.446778 5.776782 6.805156 2.973671 6.428599 7.406304
"ENSG00000197136" 3.162021 1.867149 3.952784 -1.408108 5.769197 3.224553 -1.583398 3.73428 1.919237 -1.554228
"ENSG00000213445" -0.2103614 8.0416899 -0.3028297 -0.4833535 0.6087874 5.7806469 0.9686386 4.5327351 2.4830589 1.0037908
"ENSG00000173039" 3.021814 5.26111 5.566758 3.106222 3.759063 5.334136 2.111981 2.960786 1.776656 2.47614
"ENSG00000172977" 3.709614 3.91156 3.058502 2.195057 4.317259 5.387421 2.513631 4.870711 3.11062 5.776958
"ENSG00000172922" 0.3973322 2.9611306 4.418527 6.1080202 5.5426061 1.2431689 4.07477 5.3527206 4.8704053 3.0349782
"ENSG00000254470" 3.211067 5.520533 6.859883 6.987686 3.143561 7.953303 4.032832 4.612121 5.131106 3.122094
"ENSG00000172757" 7.345768 4.378946 6.486307 7.630652 4.857885 5.183022 3.251487 4.947377 3.476577 3.26683
"ENSG00000172732" 2.615547 0.6324702 1.2490639 2.7998513 4.2824752 3.2249231 2.9468462 5.6841221 2.0986738 3.4089853
"ENSG00000172638" 1.5165564 -0.4699747 2.4455139 2.5951935 2.5998384 -1.6323631 3.4655 0.1809011 -1.4161266 3.0343203
"ENSG00000172543" 1.0727498 -0.6462903 6.1475856 1.3344221 -0.987771 1.2581519 0.9294752 2.2282618 3.9661136 4.0031394
"ENSG00000172500" 4.8984786 1.781246 4.6406589 3.1375486 2.3250149 3.2198852 2.6169393 2.4072513 0.5030358 1.5812149
"ENSG00000175602" -1.4132095 3.0096371 4.5171043 1.8783268 5.0923073 3.3646126 -0.2753403 -1.1536161 4.4638676 2.6864128
"ENSG00000175573" -0.6502392 2.8903494 1.8103651 2.3059129 2.7652141 4.0276689 0.2613912 2.7778664 3.6424785 1.7149595
"ENSG00000175550" 4.3372176 -0.5716083 1.0174338 1.8101608 3.093389 2.0495428 5.5210124 5.8001455 3.4681525 6.3477761
"ENSG00000175467" -0.04141339 1.21394159 6.31544169 0.86896184 0.55659729 -0.4662095 6.18637828 2.16087038 0.4019098 -0.93523431
"ENSG00000175376" 4.191388 4.748483 2.836314 4.130931 2.564558 3.985743 3.339411 3.044516 4.284549 4.293424
"ENSG00000175334" -1.3947754 -1.8931815 3.0665668 3.2662533 0.883267 -0.9542468 -0.0339647 3.8386282 1.0711189 -1.6638943
"ENSG00000175294" 0.830389055 0.796372116 1.476535357 0.793524958 2.571228504 2.745666221 -0.008715678 1.579577858 -1.736849077 1.968859957
"ENSG00000087365" 7.326633 7.339438 4.574689 6.21124 6.70646 4.485062 7.236059 7.222288 4.90195 7.171202
"ENSG00000175115" 7.490102 7.007492 6.450037 5.357845 5.385654 5.994657 7.972067 6.438536 7.620037 4.782445
"ENSG00000174996" -0.7072561 1.0247487 3.0463716 2.1127067 -0.3479967 3.1235001 4.0771304 3.4641507 1.2288398 0.1138531
"ENSG00000174903" 6.3677871 -0.3849069 3.5982013 -0.4341674 3.9021575 0.4141827 1.2178893 4.2620867 -0.5081274 -0.8674296
"ENSG00000174851" 2.5714526 0.5516482 2.3356163 0.7316659 2.2587418 0.2397355 3.6284741 3.4455913 0.8269735 4.2243863
"ENSG00000174791" -0.2787589 -0.4218884 0.5740157 0.3968563 -1.4265435 -0.6540744 2.0212109 -0.5479434 -0.5865746 0.5106866
"ENSG00000174744" 2.5675454 5.8664497 0.1593986 5.6221202 3.0474305 0.7856295 1.9025907 2.8882193 0.9199241 1.2403927
"ENSG00000174547" 3.9972691 3.4588086 4.6210037 3.7989647 3.3392264 2.0555868 2.8742489 1.621229 1.7292564 0.4011176
"ENSG00000174516" 1.072686 0.8409133 -0.7621292 3.5894923 -0.8688314 -0.7880796 -0.541108 0.4535184 3.8596749 -0.4064038
"ENSG00000254986" -0.242743 3.8333518 3.7156028 0.3022559 1.3719698 1.2778947 -0.6414946 4.419085 0.5748631 0.5475539
"ENSG00000174165" 4.09111848 3.41995737 4.78736917 3.97115897 3.99123331 2.75615805 0.03597491 2.2104674 1.45697071 1.76845962
"ENSG00000174080" -0.66715586 -0.63588238 0.09286519 3.11208789 2.24033824 1.30780576 -0.20753318 -0.61674996 -0.07234572 1.72919725
"ENSG00000173992" 5.156748 7.723209 2.886994 8.036805 6.08814 2.579275 4.068392 3.801602 5.591748 3.223244
"ENSG00000239306" 5.2159 4.822479 5.602539 5.416681 4.810651 5.895386 5.31024 6.339126 6.493008 6.40541
"ENSG00000173933" 4.874625 3.948169 3.862106 4.813776 4.957713 4.852307 5.375494 4.931542 5.811669 5.724824
"ENSG00000173914" 3.765776 4.338218 3.332291 3.702171 4.289079 4.098783 4.542767 4.409799 4.176374 4.651233
"ENSG00000173715" 1.753759 5.547181 5.331672 6.599615 4.127781 3.325217 1.027796 6.308374 5.549153 2.971234
"ENSG00000173653" 3.5241963 1.1080012 2.0474448 -0.8260557 -1.7785905 1.8883311 2.2044364 -1.5066108 3.5310812 -0.5224916
"ENSG00000173120" 7.874179 7.922553 7.069913 8.451502 7.675386 8.08448 7.418003 6.807169 6.714613 7.049581
"ENSG00000173020" 5.592435 7.104769 7.471548 6.891328 5.293046 8.722565 7.307891 6.815322 7.032992 5.93698
"ENSG00000172932" 3.015831 3.014988 2.658662 6.012129 7.33632 4.104521 3.994714 6.219549 5.159842 7.498651
"ENSG00000172830" 5.8270705 3.8408256 -0.8191392 0.1303258 -0.6504579 0.2405928 1.4560255 -0.2411884 1.155904 -0.3664124
"ENSG00000172613" -1.8515397 2.9247908 0.8781076 -1.6217967 4.3588628 3.8432528 -0.888518 -0.7202833 2.0930791 3.2792448
"ENSG00000175482" 4.4631751 1.7391221 3.2197831 4.0587293 1.826006 0.5975655 4.4228773 1.6846775 4.045663 2.2621209
"ENSG00000172531" 6.6815959 3.813859 2.6339815 4.1937274 0.9883377 4.6549124 0.3492311 6.3542854 1.3524242 -0.2718263
"ENSG00000175463" 1.67087 7.119984 4.648359 2.067509 1.841664 6.64511 2.899848 1.537558 6.107399 6.61341
"ENSG00000172508" 1.5879039 -1.3235453 -0.1817634 1.3669172 3.9765904 4.962346 4.2959788 4.0142718 0.5361311 4.2814776
"ENSG00000175634" 3.740081 4.595498 4.169567 2.88445 3.897601 4.257467 5.039098 4.159124 4.742791 4.861622
"ENSG00000172725" 2.46964 2.386417 5.552533 5.822879 5.690683 3.62109 6.067363 1.103985 6.132556 2.514743
"ENSG00000172663" 1.7369927 -1.3549761 0.7784892 4.5138212 3.6462672 1.3426025 1.4783418 -1.9387622 2.3033427 -1.7773681
"ENSG00000110711" -1.5686842 4.5051629 1.0811209 3.7031686 0.9235128 4.593818 -0.5811871 4.0456067 5.0407181 -1.1398247
"ENSG00000110697" 3.3698224 1.8134036 2.9173406 -0.4582637 0.2202078 6.1489668 3.2130757 -1.0350651 -0.98864 0.4821204
"ENSG00000167797" 3.8029356 1.6681907 -1.1604007 -1.461598 1.9373553 -0.8217215 -1.8663653 -0.0523392 -0.6206445 1.4330986
"ENSG00000084207" 2.3329892 1.6601812 0.7511834 4.729143 5.677077 4.3527281 -0.178902 2.5276419 5.963636 3.4822635
"ENSG00000167792" 3.918104 4.462752 1.627534 4.255888 4.080821 5.757289 2.872773 3.423179 5.32719 2.460007
"ENSG00000110057" 6.6298172 1.0154406 2.2354885 6.5329397 0.6198265 4.3426761 0.7442722 7.4446969 0.6053231 8.1547145
"ENSG00000006534" 6.0606714 4.4597114 4.7821696 2.7819271 2.8594566 1.8727789 5.9318318 1.8275704 -0.1869886 0.5716646
"ENSG00000110717" 2.3131046 0.6403208 -0.1231666 4.2255819 3.7664331 2.8214733 2.5739454 4.2650708 4.3070497 3.7813437
"ENSG00000110719" -0.7555139 8.2109638 1.07891 3.9272683 9.1940007 6.1242522 3.3716039 5.227086 9.0938545 4.0156825
"ENSG00000110721" 3.41009 3.807071 3.720382 2.593962 2.913988 2.828113 1.848365 4.203795 2.636208 3.431296
"ENSG00000110066" 6.398457 6.156022 7.568201 8.082776 7.23715 7.225317 7.851723 6.794812 6.514955 8.146523
"ENSG00000171067" 4.6859582 3.084601 5.0900629 1.2718147 1.3088418 2.5302618 4.0828158 1.9658989 0.6561445 1.2721572
"ENSG00000110075" 8.234815 8.152925 8.176565 7.612133 7.818583 7.613391 8.124474 7.548435 7.940042 7.898985
"ENSG00000132749" 3.0371565 4.2870943 1.6669457 2.5366233 2.6639398 2.8128303 0.9599675 2.0857442 2.2263225 4.1736588
"ENSG00000110090" 4.848274 6.92362 5.319561 4.092389 4.619497 6.278839 6.072283 5.8967 5.212797 6.491373
"ENSG00000197345" 4.412113 3.723973 2.518537 1.2027275 3.8968606 2.3797425 2.9259101 0.6588808 3.5472529 3.3205754
"ENSG00000132740" 3.812528 4.133854 2.966201 2.768608 2.941389 2.908979 4.482087 4.579249 1.561523 2.179647
"ENSG00000162341" 5.403458 2.994319 1.717618 2.134918 2.982686 5.379515 1.645157 6.094051 1.743867 1.78065
"ENSG00000149716" 5.433159 5.523427 4.092771 4.697377 4.203647 5.291505 4.523992 5.29928 3.682078 4.283669
"ENSG00000168040" 5.964697 3.466612 4.114858 4.796412 3.243397 2.861809 5.896045 3.250514 4.518083 3.909265
"ENSG00000131626" 4.786393 4.601793 5.426076 6.793486 6.174083 5.705623 5.320123 6.795129 5.63964 6.126485
"ENSG00000085733" 5.2961344 5.0059105 4.1589712 0.4761422 5.2573357 1.9676436 2.3961847 3.0029613 0.1569763 3.6198849
"ENSG00000172893" -1.28411102 1.25845482 -1.03936031 -2.03414702 0.0779724 1.86319114 2.89959308 0.85742658 0.45654333 -0.07225325
